Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00     30.14     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, unsigned int>, false>*>::new_allocator()
  0.00     30.14     0.00        2     0.00     0.00  __gnu_cxx::new_allocator<std::__detail::_Hash_node<std::pair<int const, unsigned int>, false>*>::~new_allocator()
  0.00     30.14     0.00        2     0.00     0.00  std::vector<char, std::allocator<char> >::size() const
  0.00     30.14     0.00        2     0.00     0.00  std::allocator<std::__detail::_Hash_node<std::pair<int const, unsigned int>, false>*>::allocator<std::__detail::_Hash_node<std::pair<int const, unsigned int>, false> >(std::allocator<std::__detail::_Hash_node<std::pair<int const, unsigned int>, false> > const&)
  0.00     30.14     0.00        2     0.00     0.00  std::allocator<std::__detail::_Hash_node<std::pair<int const, unsigned int>, false>*>::~allocator()
  0.00     30.14     0.00        2     0.00     0.00  std::_Iter_base<std::__detail::_Hash_node<std::pair<int const, unsigned int>, false>**, false>::_S_base(std::__detail::_Hash_node<std::pair<int const, unsigned int>, false>**)
  0.00     30.14     0.00        2     0.00     0.00  std::_List_base<Frm::AnimationSet*, std::allocator<Frm::AnimationSet*> >::_M_get_Node_allocator()
  0.00     30.14     0.00        2     0.00     0.00  std::_Vector_base<char, std::allocator<char> >::_M_get_Tp_allocator()
  0.00     30.14     0.00        2     0.00     0.00  std::list<Frm::AnimationSet*, std::allocator<Frm::AnimationSet*> >::end()
  0.00     30.14     0.00        2     0.00     0.00  std::_Niter_base<std::__detail::_Hash_node<std::pair<int const, unsigned int>, false>**>::iterator_type std::__niter_base<std::__detail::_Hash_node<std::pair<int const, unsigned int>, false>**>(std::__detail::_Hash_node<std::pair<int const, unsigned int>, false>**)
  0.00     30.14     0.00        2     0.00     0.00  std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char)
  0.00     30.14     0.00        1     0.00     0.00  WinMain@16
  0.00     30.14     0.00        1     0.00     0.00  MyRegisterClass(HINSTANCE__*)
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9God::initDx9Device()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9God::adjustGameScreen()
  0.00     30.14     0.00        1     0.00     1.09  GgafDx9Core::GgafDx9God::init()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9God::GgafDx9God(HINSTANCE__*, HWND__*)
  0.00     30.14     0.00        1     0.00     0.01  GgafDx9Core::GgafDx9God::~GgafDx9God()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9Util::getRzRyAng(int, int, int, float&, float&, float&, int&, int&)
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9Input::init()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9Input::release()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9Scene::fadeoutScene(int)
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9Scene::fadeoutSceneTree(int)
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9Sound::setSeVolume(float)
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9Sound::setBgmVolume(float)
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9Sound::setMasterVolume(float)
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9Sound::init()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9Sound::release()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9Camera::initialize()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9Camera::GgafDx9Camera(char const*, float, float)
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9Camera::~GgafDx9Camera()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9Morpher::intoTargetLinerUntil(int, float, unsigned int)
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9Morpher::~GgafDx9Morpher()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9Morpher::~GgafDx9Morpher()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9Universe::GgafDx9Universe(char const*, GgafDx9Core::GgafDx9Camera*)
  0.00     30.14     0.00        1     0.00     0.01  GgafDx9Core::GgafDx9Universe::~GgafDx9Universe()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9SeManager::GgafDx9SeManager(char const*)
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9SeManager::~GgafDx9SeManager()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9SeManager::~GgafDx9SeManager()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9UvFlipper::setTextureUvRotation(int, float, float)
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9BgmManager::GgafDx9BgmManager(char const*)
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9BgmManager::~GgafDx9BgmManager()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9BgmManager::~GgafDx9BgmManager()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9BoardActor::setCoordinate(float, float, float)
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9BoardActor::GgafDx9BoardActor(char const*, char const*, char const*, char const*)
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9BoardActor::~GgafDx9BoardActor()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9BoardModel::release()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9BoardModel::GgafDx9BoardModel(char*)
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9BoardModel::~GgafDx9BoardModel()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9BoardModel::~GgafDx9BoardModel()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9Properties::load(std::string)
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9Properties::clean()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9BoardEffect::GgafDx9BoardEffect(char*)
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9BoardEffect::~GgafDx9BoardEffect()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9BoardEffect::~GgafDx9BoardEffect()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9ModelManager::releaseAll()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9ModelManager::createBoardModel(char*)
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9ModelManager::restoreBoardModel(GgafDx9Core::GgafDx9BoardModel*)
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9ModelManager::createD3DXMeshModel(char*, unsigned long)
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9ModelManager::restoreD3DXMeshModel(GgafDx9Core::GgafDx9D3DXMeshModel*)
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9ModelManager::restoreMorphMeshModel(GgafDx9Core::GgafDx9MorphMeshModel*)
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9ModelManager::createPointSpriteModel(char*)
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9ModelManager::restorePointSpriteModel(GgafDx9Core::GgafDx9PointSpriteModel*)
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9ModelManager::createCubeMapMorphMeshModel(char*)
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9ModelManager::GgafDx9ModelManager(char const*)
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9ModelManager::~GgafDx9ModelManager()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9ModelManager::~GgafDx9ModelManager()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9SpriteEffect::GgafDx9SpriteEffect(char*)
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9SpriteEffect::~GgafDx9SpriteEffect()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9SpriteEffect::~GgafDx9SpriteEffect()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9BoardSetActor::setCoordinate(float, float, float)
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9D3DXMeshActor::setAlpha(float)
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9D3DXMeshActor::GgafDx9D3DXMeshActor(char const*, char const*, char const*, char const*, GgafDx9Core::GgafDx9Checker*)
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9D3DXMeshActor::~GgafDx9D3DXMeshActor()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9D3DXMeshModel::release()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9D3DXMeshModel::GgafDx9D3DXMeshModel(char*, unsigned long)
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9D3DXMeshModel::~GgafDx9D3DXMeshModel()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9D3DXMeshModel::~GgafDx9D3DXMeshModel()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9EffectManager::GgafDx9EffectManager(char const*)
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9EffectManager::~GgafDx9EffectManager()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9EffectManager::~GgafDx9EffectManager()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9FormationActor::addSubLast(GgafCore::GgafActor*)
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9FormationActor::GgafDx9FormationActor(char const*, unsigned int)
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9FormationActor::~GgafDx9FormationActor()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9GeometricMover::setMvAng(int, int, int)
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9MorphMeshActor::GgafDx9MorphMeshActor(char const*, char const*, char const*, char const*, char const*, char const*, GgafDx9Core::GgafDx9Checker*)
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9MorphMeshActor::~GgafDx9MorphMeshActor()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9MorphMeshModel::release()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9MorphMeshModel::GgafDx9MorphMeshModel(char*)
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9MorphMeshModel::~GgafDx9MorphMeshModel()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9TextureManager::GgafDx9TextureManager(char const*)
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9TextureManager::~GgafDx9TextureManager()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9TextureManager::~GgafDx9TextureManager()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9CameraViewPoint::initialize()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9CameraViewPoint::GgafDx9CameraViewPoint()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9CameraViewPoint::~GgafDx9CameraViewPoint()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9CameraViewPoint::~GgafDx9CameraViewPoint()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9MorphMeshEffect::GgafDx9MorphMeshEffect(char*)
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9MorphMeshEffect::~GgafDx9MorphMeshEffect()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9SpriteMeshActor::~GgafDx9SpriteMeshActor()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9SpriteSetEffect::GgafDx9SpriteSetEffect(char*)
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9SpriteSetEffect::~GgafDx9SpriteSetEffect()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9SpriteSetEffect::~GgafDx9SpriteSetEffect()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9PointSpriteActor::GgafDx9PointSpriteActor(char const*, char const*, char const*, char const*, GgafDx9Core::GgafDx9Checker*)
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9PointSpriteActor::~GgafDx9PointSpriteActor()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9PointSpriteModel::release()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9PointSpriteModel::GgafDx9PointSpriteModel(char*)
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9PointSpriteModel::~GgafDx9PointSpriteModel()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9PointSpriteModel::~GgafDx9PointSpriteModel()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9StringBoardActor::onCreateModel()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9PointSpriteEffect::GgafDx9PointSpriteEffect(char*)
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9PointSpriteEffect::~GgafDx9PointSpriteEffect()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9PointSpriteEffect::~GgafDx9PointSpriteEffect()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9SphereRadiusVectors::COMPARE_ABLE_SR_VECTOR::COMPARE_ABLE_SR_VECTOR()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9SphereRadiusVectors::COMPARE_ABLE_SR_VECTOR::~COMPARE_ABLE_SR_VECTOR()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9CubeMapMorphMeshActor::GgafDx9CubeMapMorphMeshActor(char const*, char const*, char const*, char const*, GgafDx9Core::GgafDx9Checker*)
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9CubeMapMorphMeshActor::~GgafDx9CubeMapMorphMeshActor()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9CubeMapMorphMeshModel::GgafDx9CubeMapMorphMeshModel(char*)
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9CubeMapMorphMeshModel::~GgafDx9CubeMapMorphMeshModel()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9CubeMapMorphMeshModel::~GgafDx9CubeMapMorphMeshModel()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9CubeMapMorphMeshEffect::GgafDx9CubeMapMorphMeshEffect(char*)
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9CubeMapMorphMeshEffect::~GgafDx9CubeMapMorphMeshEffect()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9Core::GgafDx9CubeMapMorphMeshEffect::~GgafDx9CubeMapMorphMeshEffect()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9LibStg::DefaultGod::DefaultGod(HINSTANCE__*, HWND__*)
  0.00     30.14     0.00        1     0.00     0.02  GgafDx9LibStg::DefaultGod::~DefaultGod()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9LibStg::SingleLaser::onCreateModel()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9LibStg::WalledScene::buildWalledScene(int, int, int, GgafDx9LibStg::WalledSectionScene**, int, GgafCore::GgafActorDispatcher*, GgafCore::GgafActorDispatcher*)
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9LibStg::WalledScene::onActive()
  0.00     30.14     0.00        1     0.00     0.02  GgafDx9LibStg::WalledScene::WalledScene(char const*)
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9LibStg::WalledScene::~WalledScene()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9LibStg::DefaultScene::processReset()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9LibStg::QuantityUnit::config(float, float)
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9LibStg::QuantityUnit::QuantityUnit()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9LibStg::QuantityUnit::~QuantityUnit()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9LibStg::DefaultCamera::DefaultCamera(char const*, float, float)
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9LibStg::DefaultCamera::~DefaultCamera()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9LibStg::ScrolledScene::setScroolSpeed(int)
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9LibStg::ScrolledScene::~ScrolledScene()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9LibStg::StgProperties::load(std::string)
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9LibStg::StgProperties::clean()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9LibStg::DefaultUniverse::DefaultUniverse(char const*, GgafDx9Core::GgafDx9Camera*)
  0.00     30.14     0.00        1     0.00     0.01  GgafDx9LibStg::DefaultUniverse::~DefaultUniverse()
  0.00     30.14     0.00        1     0.00     0.01  GgafDx9LibStg::WorldBoundActor::WorldBoundActor(char const*, char const*)
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9LibStg::WorldBoundActor::~WorldBoundActor()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9LibStg::StringBoardActor::onCreateModel()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9LibStg::DefaultBoardActor::onCreateModel()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9LibStg::DefaultBoardActor::DefaultBoardActor(char const*, char const*)
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9LibStg::DefaultBoardActor::~DefaultBoardActor()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9LibStg::DefaultSpriteActor::onCreateModel()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9LibStg::DefaultD3DXMeshActor::onCreateModel()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9LibStg::DefaultD3DXMeshActor::DefaultD3DXMeshActor(char const*, char const*)
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9LibStg::DefaultD3DXMeshActor::~DefaultD3DXMeshActor()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9LibStg::LinearOctreeForActor::LinearOctreeForActor(int)
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9LibStg::LinearOctreeForActor::~LinearOctreeForActor()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9LibStg::LinearOctreeForActor::~LinearOctreeForActor()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9LibStg::CubeMapMorphMeshActor::CubeMapMorphMeshActor(char const*, char const*)
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9LibStg::CubeMapMorphMeshActor::~CubeMapMorphMeshActor()
  0.00     30.14     0.00        1     0.00     0.00  GgafDx9LibStg::StgUtil::shotWay002v2(GgafDx9Core::GgafDx9GeometricActor*, GgafCore::GgafActorDispatcher*, GgafDx9Core::GgafDx9GeometricActor*, int, int, int, int, int, float)
  0.00     30.14     0.00        1     0.00     0.00  CmRandomNumberGenerator::changeSeed(unsigned long)
  0.00     30.14     0.00        1     0.00     0.00  CmRandomNumberGenerator::init_genrand(unsigned long)
  0.00     30.14     0.00        1     0.00     0.00  CmRandomNumberGenerator::release()
  0.00     30.14     0.00        1     0.00     0.00  CmRandomNumberGenerator::CmRandomNumberGenerator()
  0.00     30.14     0.00        1     0.00     0.00  CmRandomNumberGenerator::~CmRandomNumberGenerator()
  0.00     30.14     0.00        1     0.00     0.00  CmRandomNumberGenerator::~CmRandomNumberGenerator()
  0.00     30.14     0.00        1     0.00     0.00  Frm::AnimationSet::AnimationSet()
  0.00     30.14     0.00        1     0.00     0.00  Frm::AnimationSet::~AnimationSet()
  0.00     30.14     0.00        1     0.00     0.00  ToolBox::IO_Model_X::ProcessAnimationSets()
  0.00     30.14     0.00        1     0.00     0.00  GgafCore::GgafElement<GgafCore::GgafActor>::activateTree()
  0.00     30.14     0.00        1     0.00     0.00  GgafCore::GgafElement<GgafCore::GgafActor>::activateImmediately()
  0.00     30.14     0.00        1     0.00     0.00  void GgafCore::GgafFactory::orderActor<MyStg2nd::FormationThalia>(unsigned long, MyStg2nd::FormationThalia* (*)(void*, void*, void*), void*, void*, void*)
  0.00     30.14     0.00        1     0.00     0.00  void GgafCore::GgafFactory::orderScene<MyStg2nd::PreDrawScene>(unsigned long, MyStg2nd::PreDrawScene* (*)(void*, void*, void*), void*, void*, void*)
  0.00     30.14     0.00        1     0.00     0.00  void GgafCore::GgafFactory::orderScene<MyStg2nd::Stage01Scene>(unsigned long, MyStg2nd::Stage01Scene* (*)(void*, void*, void*), void*, void*, void*)
  0.00     30.14     0.00        1     0.00     0.00  void GgafCore::GgafFactory::orderScene<MyStg2nd::Stage01WalledScene>(unsigned long, MyStg2nd::Stage01WalledScene* (*)(void*, void*, void*), void*, void*, void*)
  0.00     30.14     0.00        1     0.00     0.00  void GgafCore::GgafFactory::orderScene<MyStg2nd::GameScene>(unsigned long, MyStg2nd::GameScene* (*)(void*, void*, void*), void*, void*, void*)
  0.00     30.14     0.00        1     0.00     0.00  GgafCore::GgafFactory::obtainActor(unsigned long)
  0.00     30.14     0.00        1     0.00     0.00  GgafCore::GgafFactory::clean()
  0.00     30.14     0.00        1     0.00     0.00  GgafCore::GgafUniverse::GgafUniverse(char const*)
  0.00     30.14     0.00        1     0.00     0.01  GgafCore::GgafUniverse::~GgafUniverse()
  0.00     30.14     0.00        1     0.00     0.00  GgafCore::GgafGarbageBox::GgafGarbageBox()
  0.00     30.14     0.00        1     0.00     0.01  GgafCore::GgafGarbageBox::~GgafGarbageBox()
  0.00     30.14     0.00        1     0.00     0.01  GgafCore::GgafGarbageBox::~GgafGarbageBox()
  0.00     30.14     0.00        1     0.00     0.00  GgafCore::GgafProperties::load(std::string)
  0.00     30.14     0.00        1     0.00     0.00  GgafCore::GgafProperties::read(std::string)
  0.00     30.14     0.00        1     0.00     0.00  GgafCore::GgafProperties::clean()
  0.00     30.14     0.00        1     0.00     0.00  GgafCore::GgafProperties::parse(char*)
  0.00     30.14     0.00        1     0.00     0.00  GgafCore::GgafProperties::getUInt(std::string)
  0.00     30.14     0.00        1     0.00     0.00  GgafCore::GgafProperties::getFloat(std::string)
  0.00     30.14     0.00        1     0.00     0.00  GgafCore::GgafDisusedActor::GgafDisusedActor()
  0.00     30.14     0.00        1     0.00     0.00  GgafCore::GgafDisusedActor::~GgafDisusedActor()
  0.00     30.14     0.00        1     0.00     0.00  GgafCore::GgafDisusedActor::~GgafDisusedActor()
  0.00     30.14     0.00        1     0.00     0.00  GgafCore::GgafDisusedScene::GgafDisusedScene()
  0.00     30.14     0.00        1     0.00     0.01  GgafCore::GgafDisusedScene::~GgafDisusedScene()
  0.00     30.14     0.00        1     0.00     0.01  GgafCore::GgafDisusedScene::~GgafDisusedScene()
  0.00     30.14     0.00        1     0.00     0.00  GgafCore::GgafLinearOctree::setRootSpace(int, int, int, int, int, int)
  0.00     30.14     0.00        1     0.00     0.00  GgafCore::GgafLinearOctree::GgafLinearOctree(int)
  0.00     30.14     0.00        1     0.00     0.00  GgafCore::GgafLinearOctree::~GgafLinearOctree()
  0.00     30.14     0.00        1     0.00     0.00  GgafCore::GgafLinkedListRing<GgafDx9Core::GgafDx9Universe::SeArray>::GgafLinkedListRing()
  0.00     30.14     0.00        1     0.00     0.00  GgafCore::GgafLinkedListRing<GgafDx9Core::GgafDx9Universe::SeArray>::~GgafLinkedListRing()
  0.00     30.14     0.00        1     0.00     0.00  GgafCore::GgafLinkedListRing<GgafDx9Core::GgafDx9Universe::SeArray>::~GgafLinkedListRing()
  0.00     30.14     0.00        1     0.00     0.00  GgafCore::GgafLinkedListRing<GgafDx9Core::GgafDx9GeometricActor>::getNext(int)
  0.00     30.14     0.00        1     0.00     0.00  GgafCore::GgafLinkedListRing<GgafDx9LibStg::WalledSectionScene>::first()
  0.00     30.14     0.00        1     0.00     0.00  GgafCore::GgafLinkedListRing<GgafDx9LibStg::WalledSectionScene>::GgafLinkedListRing()
  0.00     30.14     0.00        1     0.00     0.00  GgafCore::GgafLinkedListRing<GgafDx9LibStg::WalledSectionScene>::~GgafLinkedListRing()
  0.00     30.14     0.00        1     0.00     0.00  GgafCore::GgafLinkedListRing<GgafDx9LibStg::WalledSectionScene>::~GgafLinkedListRing()
  0.00     30.14     0.00        1     0.00     0.00  GgafCore::GgafLinkedListRing<MyStg2nd::Magic>::GgafLinkedListRing()
  0.00     30.14     0.00        1     0.00     0.00  GgafCore::GgafLinkedListRing<MyStg2nd::Magic>::~GgafLinkedListRing()
  0.00     30.14     0.00        1     0.00     0.00  GgafCore::GgafResourceManager<GgafDx9Core::GgafDx9Bgm>::GgafResourceManager(char const*)
  0.00     30.14     0.00        1     0.00     0.00  GgafCore::GgafResourceManager<GgafDx9Core::GgafDx9Bgm>::~GgafResourceManager()
  0.00     30.14     0.00        1     0.00     0.00  GgafCore::GgafResourceManager<GgafDx9Core::GgafDx9Model>::GgafResourceManager(char const*)
  0.00     30.14     0.00        1     0.00     0.00  GgafCore::GgafResourceManager<GgafDx9Core::GgafDx9Model>::~GgafResourceManager()
  0.00     30.14     0.00        1     0.00     0.00  GgafCore::GgafResourceManager<GgafDx9Core::GgafDx9Effect>::GgafResourceManager(char const*)
  0.00     30.14     0.00        1     0.00     0.00  GgafCore::GgafResourceManager<GgafDx9Core::GgafDx9Effect>::~GgafResourceManager()
  0.00     30.14     0.00        1     0.00     0.00  GgafCore::GgafResourceManager<GgafDx9Core::GgafDx9Texture>::GgafResourceManager(char const*)
  0.00     30.14     0.00        1     0.00     0.00  GgafCore::GgafResourceManager<GgafDx9Core::GgafDx9Texture>::~GgafResourceManager()
  0.00     30.14     0.00        1     0.00     0.00  GgafCore::GgafResourceManager<GgafDx9Core::GgafDx9Spline3D>::GgafResourceManager(char const*)
  0.00     30.14     0.00        1     0.00     0.00  GgafCore::GgafResourceManager<GgafDx9Core::GgafDx9Spline3D>::~GgafResourceManager()
  0.00     30.14     0.00        1     0.00     0.00  GgafCore::GgafResourceManager<GgafDx9Core::GgafDx9Se>::GgafResourceManager(char const*)
  0.00     30.14     0.00        1     0.00     0.00  GgafCore::GgafResourceManager<GgafDx9Core::GgafDx9Se>::~GgafResourceManager()
  0.00     30.14     0.00        1     0.00     0.00  GgafCore::GgafResourceManager<MyStg2nd::CameraWorker>::GgafResourceManager(char const*)
  0.00     30.14     0.00        1     0.00     0.00  GgafCore::GgafResourceManager<MyStg2nd::CameraWorker>::~GgafResourceManager()
  0.00     30.14     0.00        1     0.00     0.00  GgafCore::GgafResourceManager<MyStg2nd::SplineSource>::GgafResourceManager(char const*)
